English,Arabic
Pulp cap,غطاء اللب (قرص معدني أو بلاستيكي يغطى به اللب المنكشف)
Doudenal cap,قلنسوة العفج
Enamel cap,قلنسوة الميناء
Half cap crown,تاج ذو نصف قلنسوة
Open cap splint,جبيرة قبعية مفتوحة
Shell crown,تاج قشري (مصنوع من السلوفان أو رقاقة معدنية) = تاج هيكلي
cap crown,تاج قشري (مصنوع من السلوفان أو رقاقة معدنية) = تاج هيكلي
Pyloric cap,قلنسوة البواب
duodenal cap,قلنسوة البواب
Knee-cap,الرضفة - الداغصة
Half-cap crown,تاج ذو نصف قلنسوة ـ تاج ذو نصف قبعة
Open-cap splint,جبيرة مفتوحة الغطاء (لا تغطي السطوح الطاحنة)
Half-cap crown,تاج نصف قبعي
Shell crown,تاج قبعي
cap crown,تاج قبعي
Cap,قلنسوة - طاقية
Cap,قبعة – غطاء – دثار
Cap,قلنسوة
Cap crown,تاج ذو قبعة ـ تاج ذو قلنسوة (تاج هيكلي)
Cap splint,جبيرة قبعية (جبيرة معدنية)
Cap crown,تاج قبعي
Capability,اقتدار (مدى قابلية المقدرة للنمو)
Capacitance,وساعة
Capacitance,وساعة
Configuration capacity,سعة التكيف
Respiratory capacity,سعة التنفس
Vital capacity,السعة الحيوية - المدى الحيوي
Lung capacity,سعة الرئة
Vital capacity,السعة الحيوية - الوسع الحيوي
Vital capacity,قدرة حيوية
Means-end capacity,قدرة الوسيلة الغاية
Mental capacity,السعة العقلية
Social capacity,الطاقة الاجتماعية
Total lung capacity,سعة الرئة الشاملة
VC,السعة الحيوية
vital capacity,السعة الحيوية
Total lunge capacity,سعة الرئة الشاملة
Capacity,سعة - مدى
Capacity,قدرة – سعة – طاقة
Capacity,سعة
Capacity,وسع- قدره
Capeline,رباط قبعي
Capiat,منشل - نشالة - القابضة
Capili,عفوة - أشعار الرأس
Capillaire,شعر الجن - ضفائر الجن - كزبرة البئر - نبات لحية الحمار
Vas capillare,وعاء شعيري
Vas capillare,وعاء شعري
Capillarectasia,تمدد الأوعية الشعرية
Lymph capillaries,الشعيريات اللمفية
Sinusoidal capillaries,الشعيريات الجيبانية
Venous capillaries,الشعيريات الوريدية
Secretory capillaries,شعيرات الإفراز
Secretory capillaries,شعريات مفرزة
Capillaries,شعيريات - أوعية شعرية
Capillaries,شعيرات
Capillomotor,محرك شعري
capillariomotor,محرك شعري
Capillaroscopy,التنظير الشعري
capillarioscopy,الفحص أو التنظير الميكرسكوبي الشعري
Capillaritis,التهاب العروق الشعرية
Capillarity,الخاصة الشعرية - الجاذبية الشعرية
Capillarity,الخاصة الشعرية
Capillaropathy,اعتلال الأوعية الشعرية
Capillaroscope,مجهر شعري
Lymph capillary,شعيرات لمفية
Subepithelial capillary network,الشبكة الشعرية تحت البشرة (شبكة الأوعية الشعرية تحت البشرة)
Secretory capillary’s.,شعيرات الإفراز
Sinusoidal capillary’s.,شعيرات جيبانية
Venous capillary’s,شعيرات وريدية
Capillary,شعري. شعيري - وعاء شعري
Capillary,شعري – دقيق
Capillary,شعيرة (ج : شعيرات) - شعري
Capillary lymphangioma,ورم لمفي وعائي شعري
Capillary drainage,نزح أو تصريف شعري
Capillary fragility,وهي العروق الشعرية - هشوشة العروق الدقاق
Capillary hemorrhge,نزف شعري
Capillary injection,احتقان شعيري
Capillary loop,عروة شعرية
Capillary pressure,الضغط الشعيري
Capillary pulse,نبض شعيري
Capillary fragility,هشاشة شعرية (هشاشة الأوعية الشعرية)
Capillary fragility,هشاشة شعرية (هشاشة الأوعية الشعرية)
Capillary haemangioma,ورم عرقي دموي شعري
Capillary injection,احتقان شعيري
Capillary loop,عروة شعرية
Capillary pressure,الضغط الشعيري
Capillary pulse,نبض شعيري
Capillary vessels,أوعية شعرية
Capilliculture,مداواة الصلع - زرع الشعر
Capillitiam – capillitium,الخيط الشعري – خيط داخل محافظ أبواغ الفطور المخاطية
Defluxio capillorum,الحصص - فقد الشعر الفجائي - المعر
Capillus,شعرة
Capistration,الحقب
phimosis,ضيق القلفة
Capita,رؤوس
Capita; pl. of caput,رؤوس
Capital,رئيسي - خطير
Capital,رئيسي
Capitalism,الرأسمالية
Capitate,رأسي الشكل - هامي
Os capitatum,العظم الكبير
Os capitatum,العظم الكبير
Capitatum,العظم الكبير - عظم الرسغ الكبير
Capitatum,العظم الكبير
Capitulum,لقمة – رؤيس (رأس صغير)
capitellum,لقمة – رؤيس (رأس صغير)
Capitellum,رؤيس - رأس صغير - السطح المستدير لطرف عظم الزند الأسفل
Crinis capitis,شعر الرأس
Dolor capitis,وجع الرأس
Pediculus capitis,قمل الرأس
Pityriasis capitis,نخالية الرأس
Tinea capitis,سعفة الرأس
Crinis capitis,شعر الرأس
Pediculus capitis,قمل الرأس
Pityriasis capitis,نخالية الرأس
Regiones capitis,نواحي الرأس
Tinea capitis,سعفة الرأس
Fovea capitis femoris,نقرة رأس الفخذ
Longissimus capitis muscle,الطولي - العضلة الطولي الرأسية
Longus capitis muscle,العضلة الطويلة الرأسية
Longissimus capitis muscle,العضلة الطولي الرأسية
Longus capitis muscle,العضلة الطويلة الرأسية
Fovea capitis femoris,نقرة رأس الفخذي
Ligamentum capitis femoris,رباط رأس الفخذ
Microporosis capitis,داء البويغاءات الفروي
tinea tonsurans,سعفة جازة
Capitopedal,رأسي قدمي
Capitular,رأسي - متعلق برأس العظم
Capitulum,رؤيس - عجرة
Capitulum,وابلة
Capitulum mandibulae,لقمة الفك السفلي
Capitulum humeri,وابلة العضد
Capitulum mandibulae,رؤيس اللحي
condyloid process,الناتي اللقماني – شبيه اللقمة
Caponphilic,أليف الدخان – ينمو جيدًا بوجود ثاني أكسيد الكربون
Capotement,طرطشة – صوت فرقعي في المعدة
Pulp capping,تغطية اللب
Pulp capping,تغطية اللب
Pulp capping,تغطية اللب
Direct pulp capping,تغطية اللب المباشر
Indirect pulp capping,تغطية اللب غير المباشرة
Capping,ثغطية - تعصيب - تطويق
Capping,تغطية
Caprate,كبرات
Capreolary,ذو حوالق - معرش - ذو محاليق
capreolate,ذو حوالق - معرش - ذو محاليق
caprice,وعقة - نزوة
Caprice,نزوة
Capricious,وعق - متقلب
Capridae,الماعز - فصيلة المعز
Caprillic,معزي
caprine,شبه الماعز
Capriloquism,ثغاء
egophony,ثغاء
Caprin,كبرين – مادة زيتية من الزبدة
Caprine,معزي
Caprizant,قفاز كالماعز
Caproate,كبروات
Caprylate,كبريلات
Capsicism,الولع بالفلفل - إدمان الفلفل
Capsicol,زيت الفلفل
Capsicum,نبات الفلفل - الفلفل - الفلفل الأحمر
Capsicum,فليفلة
Capsid,محفظة حموية - قفيصة
Capside,قفيصة (محفظة الحمة )
Capsitis,التهاب المحفظة – التهاب محفظة العدسة البلورية
Capsule,محفظة - كبسولة - جفنة - جفينة. صماد الدماغ
capsula,محفظة - كبسولة - جفنة - جفينة. صماد الدماغ
Capsule,محفظة – مضغوطة – كبسولة
capsula,محفظة – مضغوطة – كبسولة
Phacocyst,محفظة العدسة
capsula letis,محفظة العدسة
Phacocyst,محفظة العدسة
capsula lentis,محفظة العدسة
Capsula,محفظة - كبسولة - جفينة - غفلة
capsule,محفظة - كبسولة - جفينة - غفلة
Capsula,محفظة
Capsula extrema,محفظة قصوى
Capsula externa,محفظة ظاهرة
Capsula glomeruli,محفظة كبيبية
Capsula interna,محفظة باطنة
Capsula fibrosa renis,محفظة الكلية الليفية
Genu capsulae internae,ركبة المحفظة الباطنة
Capsular,محفظي
Capsular,محفظي (نسبة للمحفظة)
Capsular,محفظي
Capsular hemiplegia,فالج محفظي
Capsular ligament,الرباط المحفظي
Capsular hemiplegia,فالج محفظي
Capsular ligament,رباط محفظي
Decidua capsularis,الساقط المحفظي
Decidua capsularis,الساقط المحفظي
Capsulation,تمحفظ
Histoplasma capsulatum,النوسجة المغمدة
Histoplasma capsulatum,النوسجة المغمدة
Cartillage capsule,محفظة غضروفية
Crystalline capsule,المحفظة البلورية - محفظة العدسة
Dental capsule,محفظة سنية
Fibrous capsule,محفظة ليفية
Incineration capsule,كبسولة أو جفينة للترميد
Malpighian capsule,محفظة ملبيغي
Ocular capsule,محفظة مقلية
Periotic capsule,محفظة حول الأذن
Renal capsule,محفظة كلوية
Suprarenal capsule,المحفظة فوق الكلوة - الكظر
Synovial capsule,محفظة زليلية
Liver capsule,محفظة الكبد
Otic capsule,محفظة الأذن (الداخلية)
Nasal capsule,محفظة أنفية
Nasal capsule,محفظة أنفية
Synovial capsule,محفظة مصلية
Cartilage capsule,محفظة غضروفية
Crystalline capsule,محفظة العدسة
Dental capsule,محفظة سنية
External capsule,محفظة خارجية
Fibrous capsule,محفظة ليفية
Glomerular capsule,محفظة كبيبية
Internal capsule,محفظة داخلية
Malphigian capsule,محفظة كبيبية
Mullerian capsule,محفظة كبيبية
Ocular capsule,محفظة المقلة
Periotic capsule,محفظة حوالي الأذن
Renal capsule,محفظة الكلية
Synovial capsule,محفظة زليلية
Glisson’s capsule,محفظة غلسون – حول فصيصات الكبد
Tenon’s capsule,محفظة تنون – بطانة الحجاج حول المقلة
Glisson’s capsule,محفظة غليسن
Internal capsule of the cerebrum,الضماد المخي الباطن
Internal-capsule knee,ركبة الصماد المخي الباطن
Capsule,محفظة - جفنة (كيمياء)
Capsule of lens,محفظة العدسة
Capsulectomy,نزع أو قطع المحفظة
Capsulectomy,قطع المحفظة
Capsulitis,التهاب المحفظة
Capsulitis,التهاب المحفظة
Capsulolenticular,محفظي عدسي
Capsulolenticular,محفظي عدسي
Capsulolenticular catract,ساد محفظي عدسي
Capsuloma,ورم محفظي - محفظوم – ورم في محفظة الكلية
Capsuloma,محفظوم (ورم محفظي)
Capsuloplasty,تقويم المحفظة – عمل جراحي مهيكل على محفظة المفصل
