Source,German/Dutch,Arabic
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Minor coin,قطع عملات معدنية مساعدة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,GMint par,تكافؤ نَظَرِيّ : بين سعر العملات والقيمة المعدنية لها
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,BMint par,تكافؤ مَعْدِنِيّ ، تعادل مَعْدِنِيّ ، قيمة داخلية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mint price,تكلفة سك عملة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,A&Misappropriation of a patent; misbrand,تزييف علامة تجارية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Misconduct,سوء سلوك ، سوء إدارة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Miserable,غير مطابق ، مرفوض ، بضاعة مرفوضة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Misposting,خطأ فِي ترحيل الحسابات
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,"Misuse, to",أساء اَلِاسْتِعْمَال ، جاوز الحق
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mitigation,تخفيف ، تقليل
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mixed cost,تكلفة مختلطة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,CMixed investment trust,صندوق توظيف مختلط (عَقَارِيّ ومنقول)
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mixed jury,هيئة محلفين مختلطة (لغة ولونا)
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,UMoat favoured nation treat,معاملة البلد المفضل ، معاملة الدولة الأول بالرعاية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mock trial,حكم صُورِيّ ، حكم مزيف
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,"B""Modification of documentary credit",تعديل الاعتماد المستندي
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,"Modify, to",عدل ، غير
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,CModular production,إنتاج موحد المواصفات ، إنتاج نَمُوذَجِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,"EMold in escrow, to",احتجز فِي حراسة قضائية ، أودع لدى شخص ثالث
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,N#Monetary base; - basis money stock,قاعدة نقدية ، مجموع النقود المتاحة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,DMonetary dynamics,علم الديناميكا النقدية ، علم القوى النقدية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,HMonetary rehabilitation,تصحيح الوضع اَلنَّقْدِيّ ، إصلاح نَقْدِي
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Money bill,قانون المالية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Money cost,تكلفة مقيمة بنقود
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Money loan,قرض نَقْدِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,K Money market certificates (MMCs),شهادات السوق النقدية ، - سوق المال
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,KMoney supply,كمية وسائل الدفع ، مجموع النقد المتداول متضمنا الودائع
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Money unit,وحدة نقدية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Money-bag,كيس نقود، محفظة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Money-bill,قانون مَالِي
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Monopolist,اِحْتِكَارِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,KMonopoly net revenue,إيراد صاف من الاحتكار ، إيراد اِحْتِكَارِي صاف
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Moot case,قضية صورية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Moratorium,مرة سداد ، أمر بتأجيل وفاء
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mortality,معدل الوفيات
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mortgaged,مرهون ، محمل رهن
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mortgagee,دائن مرتهن
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Motivation,حافز ، دافع ، تحفيز
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Motor-car,سيارة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Motorized,مزود بمحرك
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,LMultilateral netting,مقاصة دولية بين حقوق والتزامات المنشأة الخارجية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Multiples,مضاعفات الأعداد
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Multiplier,معمل الضرب ، مضاعف
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Municipal,بَلَدِيّ ، محلى
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Mutilated,مشوه ، معوق
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,HMutual insurance,تأمين مشترك ،- متبادل ، جمعية تأمين تَعَاوُنِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Naked bond,التزام من طرف واحد ،- بلا ضمان
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,BNaked contract,عقد مجرد ، - بلا عوض ، عقد غير قابل للتنفيذ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,IName day,يوم التصفية اَلثَّانِي فِي البورصة وفيه يعرف اسم المشترى
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,DName of a company,اسم تِجَارِيّ لشركة، عنوان تِجَارِيّ لشركة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Named port,ميناء معين بالاسم
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Named ship,سفينة معينة بالاسم
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Narcotics,مخدرات
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Narrowness,قصر نظر
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,CNational interest account,حساب احتياطى لتحقيق الصالح الوطنى
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,GNational savings,مدخرات قومية ، ادخار قَوْمِيّ ، ادخار وَطَنِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,DNational treatment,معاملة اَلْأَجْنَبِيّ معاملة اَلْوَطَنِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Nationwide,على اتساع الدولة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,ANautical distance,مسافة بحرية ، مسافة بالميل اَلْبَحْرِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Naval base,قاعدة بحرية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Naval port,ميناء حَرْبِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Navigable,ملاحي ، صالح للملاحة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Navigation,ملاحة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Near East,شرق أدنى
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Near money,شبه نقود
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Near silk,حرير صناعي
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Near-money,طبيعة العملة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Necessary,ضروري، لازم
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Necessity,ضرورة، حاجة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Neglectful,مهمل
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Negotiable,قابل للتداول، قابل للتفاوض
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,HNegotiable exchange certificate,شهادة بعملة أجنبية قابلة للتداول
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,"BNegotiate a treaty, to",تفاوض فِي إبرام معاهدة ، عقد معاهدة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Negotiator,قائم بالتداول، أو الخصم أو القطع، تاجر
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net amount,مبلغ صاف
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net assets,صافي الأصول
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,UNet equity assets,صافى رأس المال العادى (بعد طرح قيمة اسهـم التمتع وملحقاتها)
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net income,دخل صاف ، صَافِي الدخل
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,ANet outflow capital,صافي تدفقات رُءُوس الأموال إلى الخارج
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net output,إنتاجية صافية، صافي العائد
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net price,ثمن صاف
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net profit,صَافِي الناتج ، صَافِي الحصيلة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net result,نتيجة صافية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net saving,ادخار صاف ، صافي الادخار ، صَافِي المدخرات
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net value,صَافِي القيمة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net weight,وزن صاف
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net worth,صافي حقوق الملكية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Net yield,عائد صاف ، صَافِي العائد
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Neutrality,حياد
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,ANew directions,اتجاهات جديدة توجيهات جديدة ، تعليمات جديد
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,New issue,إصدار جديد
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,KNew modes of experimentation,نماذج جديدة للتجريب ، - لِلِاخْتِبَارِ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,New money,حيدة النقود ، حياد-
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,New share,سهم جديد
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,New shares,أسهم جديدة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,New woman,سيدة عصرية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,New-comer,قدم جديد ، مُنْتِج جديد
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Newspaper,جريدة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Next mail,بريد قادم
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,G Night depository (US) night safe,صندوق إيداع ليلى ، خزائن ليلية
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Night work,عمل ليلي
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Nil profit,رصيد مسدد ، رصيد لا شَيْء
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,No account,سعر محدد ، - بلا تخفيض
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,No change,لا محل للاتهام . لا وجه للتهمة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,ANominal exchange,تعويضات رمزية ، تضمينات على سبيل التذكرة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Nomination,تسمية ، تعيين ، ترشيح
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,XNominee (US),معين الـ ، جهاز أمناء يقوم بشراء وبيع الأوراق المالية لحساب العملاء
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,HNon-apportionable annuity,قسط سَنَوِيّ غير مدفوع فِي حالة الوفاة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,Non-claim,عدم شكوى ، عدم مطالبة
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,LNon-cumulative dividend,كوبون غير تَرَاكُمِيّ ، عائد غير تَرَاكُمِيّ
Al-Asiouty Banking and Financial dictionary by Muhammad Shalabi,MNon-forfeiture clause,شرط التجديد اَلتِّلْقَائِيّ ، شرط عدم سقوط الحق
